0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2.986949409736342e-20,-1.1102230246251565e-16,2.7755575615628914e-17,-3.842178116400248e-05,7.447330565773506e-05,-1.463445751322523e-07,1.9229644750320776e-06,4.871512531344975e-08,-3.1047723173755015e-07,2.0042362434004618e-05,4.8994269244296225e-08,2.518840519541452e-07,8.293019027171737e-08,3.420403967540878e-05,1.245560933991404e-07,1.1201229875778062e-07,2.3435381171826367e-07,2.3635840343001368e-07,9.143850789841942e-09,2.723334041891166e-08
-1.3421554464898773e-18,6.938893903907228e-17,-1.1102230246251565e-16,-0.004682382086893482,-0.003464115634685378,-2.020267291512609e-05,-0.00019937220129039157,1.84879420421749e-05,1.2230752201736919e-05,-0.0010936198502337164,-7.438902369650124e-07,6.680767041589402e-05,2.7816339087835033e-05,0.002068370190285259,-1.097736684372643e-05,-1.0927135634583377e-05,-1.1952422221085089e-05,-1.1859497595659138e-05,-1.0558433381426704e-06,-4.009578512658586e-06
5.990776015596148e-17,-2.5604518505417673e-15,-1.249000902703301e-16,-0.528545483427088,0.6918387271696808,-0.0023411989217354415,0.03536566796344471,0.0003514279288141567,-0.002310082591007486,0.14642530034036513,0.00034998768009959866,0.002718633402911073,-0.000281848864734231,0.4682617851942111,0.0018227016697581042,0.0018191463799443655,0.0017938574122787659,0.0017791801155273412,-0.00019546932360111084,-0.000571447939473702
-3.7872612564190563e-16,-8.534839501805891e-16,5.551115123125783e-17,0.7381564796237033,0.36314952131661643,0.0023750077720223217,-0.007173753121222492,-0.000454195807051852,0.0015023852462273091,0.5548192163878134,-0.0003097309724757618,-0.002686802235628464,-0.00014290187253772926,0.12376595990621107,-0.0013191400885101986,-0.0013039319169755237,-0.0012946885313670498,-0.0012951749744281487,-0.00017601270025204818,-0.0001543573188890823
3.7345651015701783e-16,9.402201239794294e-16,-1.6653345369377348e-16,0.21350681540472044,-0.37676258911893284,-0.0003060135533071017,-0.01087416965880961,-0.00011831137128066909,-0.00021859342292162437,-0.23185849516939894,4.4917371798853244e-05,-0.0003759891097286707,-0.0012333100653654273,0.8709629444623128,0.0003036807529734434,0.00029362870500448566,0.0002467677486965272,0.00025738867755989344,-0.0005060488243537495,-0.0005679168487129088
-9.081800275616624e-16,-2.3071822230491534e-15,2.498001805406602e-16,0.3593530237096802,0.4971204042134263,0.0003806565664069823,-0.0141421042371459,3.1349875723432735e-05,-0.0027576076829970275,-0.7852867962242628,0.0004160365796323019,0.0033871988184199535,-0.0020687627804975724,-0.0822818250336752,0.0015943471252145636,0.0016419091474983393,0.0017448241950218152,0.0016868105589639317,-0.00022810018686271818,-0.00020158422181926674
-2.751563079352299e-15,6.278831621298053e-15,2.005340338229189e-15,0.03145093585647103,-0.01895443011182842,-0.00026583330743708673,0.9991114987791292,-0.0028651867218862665,-0.0014169453471480765,-0.014813135763628037,-0.0017599852651081372,0.0038502712214189454,-0.0024083642893772995,-0.007381605058409334,0.002475130600345422,0.0027148787867644726,0.0025720252723231843,0.002839857664796429,-7.013365907086726e-05,0.0008959914085384834
-3.1988536039334873e-15,3.670467521501436e-14,1.2581082009521793e-15,0.0011836477871008293,0.0022304907315946164,1.4077501759018873e-05,-0.008910206271431461,-5.223015186958655e-05,0.01323691670540868,-0.0012431092819256326,-0.0005096884078842082,-0.0371613120656451,-0.009692546731067564,0.00032828838311457857,-0.013525472619741984,-0.013661419460251244,-0.014153573489944117,-0.014224616285866446,-0.003016252803491256,-0.005360066390777287
1.7850553550815645e-14,2.818703387016952e-14,3.584871115236421e-14,-0.0015923618196428194,0.0022117782196985542,0.013307017957920329,0.0007919845772396107,-0.0410675092107771,-0.0025589330052650534,-0.0031582513661735823,-0.022090999670463258,-0.8109421984469084,-0.004726536487147958,-0.00028837684424775874,0.148524361571263,0.14778624180587208,0.12784892072525247,0.131913064243893,-0.00158918719678138,0.01422832945532811
-7.140805082137724e-14,-8.342328564059365e-14,9.848458853989328e-15,0.0024406225870048817,-0.003812137983413218,-0.048678933532847274,-0.007361824722870726,-0.07421772620533389,-0.12383194616136238,0.006159982575069043,-0.06263595621359783,0.417588298509239,-0.11149173489395893,-0.0019575125822854527,0.3774244321102333,0.3824545940965629,0.40577982817673686,0.40695111982252197,-0.020439481577874667,-0.055672869304961875
6.625425846766014e-14,-5.514657740873785e-13,2.281855260299892e-14,0.003205673101999335,0.0005206664323428049,0.0678692873065533,-0.002124073026026566,-0.00403618526517918,-0.0492552782242075,-0.004675450752529777,0.010970308155171244,0.15864032626475616,0.2845362315751512,0.00036932574338945307,0.07172020853176021,0.07884870281910143,0.09776710035789454,0.09484239283796106,0.08161895036580444,0.14502983854653678
-3.304178273407599e-14,-2.9330013217405623e-12,1.181001368748269e-13,0.001789076739438882,-0.0020759373472976957,-0.08581664727363385,0.00029560079614683116,-0.02246116916705588,-0.25099922440764283,0.001908076736327513,0.02213609922595831,-0.35664595220699397,-0.1606190729996473,-0.0009725031958155049,0.1564410479104344,0.15664889483594008,0.09617778807407126,0.11209829899481641,0.002821100009300118,-0.11658041311089128
-8.170604680834589e-14,-2.462785428066286e-13,7.711854158737319e-14,0.0005105099516298098,0.00025418708523992684,-0.08784472516674127,0.0012246302073100589,0.019122102956349505,0.07431681260119116,-0.00042927259570402405,-0.05269739907037365,0.03120063499290393,-0.1385593574009618,-0.0005957375821077607,-0.020518457711765574,-0.024045206198959532,0.010414307251684825,-0.01025461477649895,-0.04554560725263677,-0.25248678295058213
2.993458039800122e-13,-1.0066767569278517e-12,2.3222960013336014e-14,0.0008260296987262267,-0.0001001093761804733,-0.12467807770492612,0.001711861375370695,0.2103160213483027,-0.0650626552912117,-0.0007118310058213737,0.21219526065155797,0.03116684482775065,0.18642744801541647,-0.0006464768789341671,-0.06041584658535729,-0.05383360727794319,-0.0396388256549685,-0.035515225861522885,-0.06919522468002201,-0.8654866729490752
1.5958423029383995e-13,-1.0965085041119912e-12,-2.903721100372403e-14,0.0006366160879576504,8.677407197973597e-05,0.008260250433021997,0.002774598893272589,0.2791614205171033,0.2025625415797785,0.0003776984352595731,-0.08596026079473995,-0.0808249206318063,0.8227072010536906,0.0007494654767871525,0.11539389094688941,0.11274051475675091,0.09176089924261004,0.09471714270641762,0.03887846285034251,0.07642822823048635
3.313743138381395e-13,-1.955385939972354e-12,1.310197610127073e-13,0.0016056187654518328,-0.001149332654888959,-0.2983169988432357,0.0013069952155865744,0.4047608418062121,-0.38912537836772154,0.001792833475078573,0.685041200038315,0.010951835007829388,-0.014822136053426525,-0.0005777729417240643,-0.002197292781861034,-0.011945881064662387,0.035785074237257665,0.006012857360453321,-0.04072644423214475,0.30662517917283716
2.66123359335193e-13,-1.4216003997894952e-12,1.288915805683355e-13,-0.0003716452249606935,-0.0008913655465631744,0.14781506495315166,-0.001224974485102403,-0.4762440653674291,-0.6193673220153167,0.00107443136235195,-0.008743318925075245,-0.012178585778415818,0.25558939070821,0.0001342930067372737,0.02010736961859141,0.052696470455716654,0.014687678197013918,0.020617746196293127,0.003667098102027333,-0.14748845714521727
